,loss_train,loss_val,metric_train,metric_val
0,1.033666664759318,0.9854960036277771,0.05423790690833508,0.0
1,0.9396526670455932,0.9015788435935974,0.0,0.0
2,0.8744136929512024,0.8352389883995056,0.0,0.0
3,0.8196667098999023,0.7693505120277405,0.0,0.0
4,0.7151231789588928,0.652617712020874,0.0,0.0
5,0.6193366726239522,0.5672810792922973,0.0,0.0
6,0.5611925355593363,0.5245833146572113,0.0,0.0
7,0.5109273620446523,0.487950793504715,0.0,0.0
8,0.4862884283065796,0.46166700005531314,0.0,0.0
9,0.46720970431963604,0.44206194758415224,0.0,0.0
10,0.4434991280237834,0.43777582883834837,0.0,0.0
11,0.42817656000455223,0.41571922540664674,0.0,0.0
12,0.4160154934724172,0.39489018321037295,0.23228103738865077,0.6301646435260773
13,0.4004591719309489,0.38920029640197756,0.6271716435750325,0.6296954727172852
14,0.38880243301391604,0.3793662214279175,0.6332889453570048,0.6348220491409302
15,0.3793314607938131,0.3736341667175293,0.6368603976567586,0.6405435597896576
16,0.36848621408144633,0.36748056292533876,0.6442279736200969,0.6401648116111756
17,0.36817416071891784,0.3549888825416565,0.6391016292572022,0.6522865843772888
18,0.35295766711235044,0.3192655801773071,0.660164033571879,0.7219578552246094
19,0.3189017963409424,0.3082847857475281,0.7163002864519755,0.7213026070594788
20,0.3210749026139577,0.30134721875190734,0.7081157318751017,0.728002495765686
21,0.3024982456366221,0.2954333335161209,0.7244969153404236,0.7310763812065124
22,0.2950909886757533,0.28524760603904725,0.7321085508664449,0.7409939289093017
23,0.2913017755746841,0.285247837305069,0.7330234789848328,0.7355915188789368
24,0.28406741897265114,0.28412373542785646,0.7381792203585307,0.7418041634559631
25,0.2814244759082794,0.2669494408369064,0.7415512100855509,0.7534269642829895
26,0.2679237496852875,0.2691016185283661,0.7534644794464112,0.7558989977836609
27,0.26549036741256715,0.268228685259819,0.7540020648638407,0.7551625013351441
28,0.2644732056061427,0.26057923436164854,0.754779216448466,0.755032320022583
29,0.2592670132716497,0.2557176727056503,0.7590616464614868,0.7618969511985779
30,0.2528794993956884,0.25727815270423887,0.7645936950047811,0.7574044871330261
31,0.25015571534633635,0.24944357812404633,0.7673641045888265,0.7674395847320556
32,0.24645221491654715,0.2445606154203415,0.7703995354970297,0.7699507188796997
33,0.24201763371626536,0.24644407987594605,0.7739260999361673,0.7692374515533448
34,0.23675332903862,0.2407713520526886,0.7799210786819458,0.7764901328086853
35,0.23433636784553527,0.2394533061981201,0.7815808240572611,0.7739142441749572
36,0.23539515217145285,0.23776946365833282,0.7798476481437683,0.7773865604400635
37,0.2292395128806432,0.2337887704372406,0.7858806943893433,0.7809352493286132
38,0.23107476015885672,0.23329720377922059,0.7833721176783244,0.7809907746315002
39,0.22850235879421235,0.23683918237686158,0.7856460611025492,0.7742296504974365
40,0.22871989130973816,0.23101989924907684,0.78487096230189,0.7837928056716919
41,0.22587592979272206,0.23014733016490938,0.7882105763753255,0.7834908723831177
42,0.225459676583608,0.22921659409999848,0.7884883610407512,0.7827179980278015
43,0.22315761387348176,0.22859857082366944,0.7902074591318766,0.7845954442024231
44,0.22287297348181406,0.2286633974313736,0.7911278279622396,0.7851456880569458
45,0.2201958797375361,0.22724007129669188,0.7946478056907654,0.7858138942718506
46,0.21898427963256836,0.22708906173706056,0.7950815073649089,0.7857922196388245
47,0.2201044915119807,0.22689444720745086,0.7938221589724223,0.7861434888839721
48,0.21879624247550963,0.2270159238576889,0.7954664452870687,0.7860748720169067
49,0.21865662475426992,0.2269858479499817,0.7956095051765442,0.7861166834831238
50,0.27656865775585177,0.25042768955230715,0.7282986823717753,0.7569797849655151
51,0.2397849508126577,0.24157633543014526,0.7639884575208028,0.7563952255249023
52,0.22981092770894368,0.23156914830207825,0.7713274876276652,0.7663770651817322
53,0.230944860180219,0.21907287657260896,0.767379237016042,0.7800236535072327
54,0.212373090783755,0.20779954195022582,0.7741345914204916,0.7665555262565613
55,0.19286011934280395,0.19560131669044495,0.7742315832773844,0.7705413794517517
56,0.18954429666201272,0.19789363741874694,0.7765277679761251,0.7657698702812195
57,0.18939444462458294,0.1861612492799759,0.7760424224535624,0.7763466787338257
58,0.18408008615175883,0.1758483612537384,0.7809925071398417,0.7898937916755676
59,0.18068819304307301,0.17480824530124664,0.785474042892456,0.7912547016143798
60,0.17720135768254597,0.19093691259622575,0.7883051633834839,0.7755992364883423
61,0.17210297554731369,0.1753595355153084,0.7941054256757101,0.792212519645691
